"Date","ReferenceNo.","Type","Description","Debit","Credit","CheckNumber","Balance"
"9/16/2024","","DEBIT","Withdrawal  @ FIRST CLASS VENDING 0 FIRST CLASS VEND RENO NV US","-4.1","","","92.94"
"9/16/2024","","DEBIT","Withdrawal  @ RENO SPARKS CC PARK 0 RENO SPARKS CC P RENO NV US","-10","","","82.94"
"9/16/2024","","DEBIT","Withdrawal  @ APPLE CASH SENT MON 0 APPLE CASH SENT 1INFINITELOOPCA US","-30","","","52.94"
"9/16/2024","","DEBIT","Withdrawal  @ APPLE CASH SENT MON 0 APPLE CASH SENT 1INFINITELOOPCA US","-20","","","32.94"
"9/16/2024","","DEBIT","Withdrawal  @ MARCONI EXPRESS 0 MARCONI EXPRESS SACRAMENTO CA US","-1.74","","","31.2"
"9/16/2024","","DEBIT","Withdrawal  @ STARBUCKS STORE 521 0 STARBUCKS STORE TRUCKEE CA US","-13.3","","","17.9"
"9/17/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","10.19"
"9/17/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","135.08","","145.27"
"9/17/2024","","DEBIT","Withdrawal  @ TAQUERIA LA PERLA T 0 TAQUERIA LA PERL SACRAMENTO CA US","-11.58","","","133.69"
"9/18/2024","","DEBIT","Withdrawal  @ BEATPORT 0 BEATPORT 720-974-9500 CO US","-28.62","","","105.07"
"9/18/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-21.31","","","83.76"
"9/19/2024","","DEBIT","Withdrawal  @ BANDCAMP ESCPE 0 BANDCAMP ESCPE 415-213-2160 CA US","-2.28","","","81.48"
"9/19/2024","","DEBIT","Withdrawal  @ BANDCAMP MURKURY 0 BANDCAMP MURKURY 415-213-2160 CA US","-5","","","76.48"
"9/19/2024","","DEBIT","Withdrawal  @ BANDCAMP ARTIKAL MU 0 BANDCAMP ARTIKAL BANDCAMPCOM CA US","-4.35","","","72.13"
"9/19/2024","","DEBIT","Withdrawal  @ Spotify USA 0 Spotify USA 877-7781161 NY US","-11.99","","","60.14"
"9/20/2024","","DEBIT","Withdrawal  @ BEATPORT 0 BEATPORT 720-974-9500 CO US","-7.45","","","52.69"
"9/20/2024","","DEBIT","Withdrawal  @ SPLICE.COM* SPLICE 0 SPLICE.COM* SPLI SPLICE.COM NY US","-9.99","","","42.7"
"9/20/2024","","DEBIT","Withdrawal  @ VENMO *Eva DiGiorg 0 VENMO *Eva DiGi Visa Direct NY US","-20","","","22.7"
"9/20/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","222.7"
"9/20/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","179.7"
"9/20/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-56.58","","","123.12"
"9/20/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #46276","-2","","","121.12"
"9/20/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #46276 1 @ $2.00","","0","","0.0"
"9/21/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","106.12"
"9/21/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-33.82","","","72.3"
"9/21/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-13.21","","","59.09"
"9/21/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-49.21","","","9.88"
"9/21/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","209.88"
"9/21/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-42.14","","","167.74"
"9/21/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*IK4AH9 0 AMAZON MKTPL*IK4 Amzn.com/billWA US","-5.43","","","162.31"
"9/22/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-13.99","","","148.32"
"9/22/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-27.12","","","121.2"
"9/23/2024","","DEBIT","Withdrawal  @ NETFLIX COM 0 NETFLIX COM LOS GATOS CA US","-15.49","","","105.71"
"9/23/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*201IW4 0 AMAZON MKTPL*201 Amzn.com/billWA US","-8.69","","","97.02"
"9/23/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-19.64","","","77.38"
"9/23/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-18.94","","","58.44"
"9/24/2024","","DEBIT","Withdrawal  @ CITYOFSAC IPS PKGME 0 CITYOFSAC IPS PK SACRAMENTO CA US","-2","","","56.44"
"9/24/2024","","DEBIT","Withdrawal  @ N STREET CAFE 0 N STREET CAFE SACRAMENTO CA US","-12.9","","","43.54"
"9/24/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-46.27","","","-2.73"
"9/24/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","197.27"
"9/24/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","194.27"
"9/25/2024","","DEBIT","Withdrawal-ACH-A-1064712 WEBSMUD (WEB PAY)","-296.01","","","-101.74"
"9/25/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","98.26"
"9/25/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-67.79","","","30.47"
"9/25/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-2.98","","","27.49"
"9/26/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","22.5"
"9/27/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","17.51"
"9/27/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","217.51"
"9/27/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-5.97","","","211.54"
"9/27/2024","","DEBIT","Withdrawal  @ TST*SACYARD COMMUNI 0 TST*SACYARD COMM Sacramento CA US","-10.44","","","201.1"
"9/27/2024","","DEBIT","Withdrawal  @ TST*SACYARD COMMUNI 0 TST*SACYARD COMM Sacramento CA US","-10.44","","","190.66"
"9/27/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFE 0 SQ *TEMPLE COFFE SACRAMENTO CA US","-11.79","","","178.87"
"9/27/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-23","","","155.87"
"9/28/2024","","DEBIT","Withdrawal  @ EB *OVER YONDER FT. 0 EB *OVER YONDER 8014137200 CA US","-28.52","","","127.35"
"9/28/2024","","DEBIT","Withdrawal  @ EB *OVER YONDER FT. 0 EB *OVER YONDER 8014137200 CA US","-28.52","","","98.83"
"9/28/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","93.84"
"9/28/2024","","DEBIT","Withdrawal  @ 755 RIVERPOINT CT 0 WAL-MART #3652 WEST SACRAMENCA US","-20.49","","","73.35"
"9/28/2024","","DEBIT","Withdrawal  @ SHELL SERVICE STATI 0 SHELL SERVICE ST SACRAMENTO CA US","-57.75","","","15.6"
"9/28/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","215.6"
"9/28/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #153254","-2","","","213.6"
"9/28/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #153254 1 @ $2.00","","0","","0.0"
"9/29/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-27.89","","","185.71"
"9/29/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","172.72"
"9/29/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFE 0 SQ *TEMPLE COFFE SACRAMENTO CA US","-26.25","","","146.47"
"9/29/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-25.46","","","121.01"
"9/29/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-6.99","","","114.02"
"9/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","103.93"
"9/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"9/30/2024","","DEBIT","Withdrawal  @ LOVE LAUNDRY 0 LOVE LAUNDRY SACRAMENTO CA US","-17.5","","","86.43"
"9/30/2024","","DEBIT","Withdrawal  @ LOVE LAUNDRY 0 LOVE LAUNDRY SACRAMENTO CA US","-9.85","","","76.58"
"9/30/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","71.59"
"9/30/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-84.99","","","-13.4"
"9/30/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","186.6"
"9/30/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-7.52","","","179.08"
"9/30/2024","","DEBIT","Withdrawal  @ OPENAI *CHATGPT SUB 0 OPENAI *CHATGPT HTTPSOPENAI.CCA US","-20","","","159.08"
"9/30/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-15.96","","","143.12"
"10/1/2024","","DEBIT","Withdrawal  @ GOOGLE GSUITE bark 0 GOOGLE GSUITE b 650-2530000 CA US","-14.4","","","128.72"
"10/1/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-23.35","","","105.37"
"10/1/2024","","DEBIT","Withdrawal  @ TST*ESTELLE BAKERY 0 TST*ESTELLE BAKE Sacramento CA US","-14.45","","","90.92"
"10/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","87.93"
"10/1/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","71.93"
"10/2/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","66.94"
"10/2/2024","","DEBIT","Withdrawal  @ Amazon web services 0 Amazon web servi aws.amazon.coWA US","-15.75","","","51.19"
"10/3/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","46.2"
"10/3/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","41.21"
"10/3/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-11.48","","","29.73"
"10/4/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","24.74"
"10/4/2024","","CREDIT","ACH Returns: HomeRiver Group (WEB PMTS)  755.00 NSF| Balance=$24.74. Available Balance=$24.74. Available Balance with ODP=$172.45.","","0","","0.0"
"10/4/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","-18.26"
"10/4/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","147.71","","129.45"
"10/5/2024","","DEBIT","Withdrawal  @ SHELL SERVICE STATI 0 SHELL SERVICE ST SACRAMENTO CA US","-15.57","","","113.88"
"10/5/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #94244","-2","","","111.88"
"10/5/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #94244 1 @ $2.00","","0","","0.0"
"10/6/2024","","DEBIT","Withdrawal  @ Amazon Prime*E94P82 0 Amazon Prime*E94 Amzn.com/billWA US","-8.15","","","103.73"
"10/6/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-27.38","","","76.35"
"10/6/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-55.45","","","20.9"
"10/6/2024","","DEBIT","Withdrawal  @ VENMO *Eva DiGiorg 0 VENMO *Eva DiGi Visa Direct NY US","-70","","","-49.1"
"10/6/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","150.9"
"10/6/2024","","DEBIT","Withdrawal  @ LALAL.AI 0 LALAL.AI ZUG CH CH","-10.1","","","140.8"
"10/6/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 10.00 - Recurring or Installment payment","","0","","0.0"
"10/6/2024","","DEBIT","Withdrawal  @ AMZN Digital*430V84 0 AMZN Digital*430 888-802-3080 WA US","-7.44","","","133.36"
"10/6/2024","","DEBIT","Withdrawal  @ AMZN Digital*6P4DD7 0 AMZN Digital*6P4 888-802-3080 WA US","-1.29","","","132.07"
"10/7/2024","","DEBIT","Withdrawal  @ Amazon.com*MF5AZ8DJ 0 Amazon.com*MF5AZ Amzn.com/billWA US","-36.94","","","95.13"
"10/7/2024","","DEBIT","Withdrawal-ACH-A-861479 GEICO (PREM COLL)","-56.55","","","38.58"
"10/7/2024","","DEBIT","Withdrawal  @ AMZN Digital*IU9AY2 0 AMZN Digital*IU9 888-802-3080 WA US","-3.87","","","34.71"
"10/7/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-46.74","","","-12.03"
"10/7/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","187.97"
"10/9/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-3.8","","","184.17"
"10/9/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","176.46"
"10/9/2024","","DEBIT","Withdrawal-ACH-A-1064712 WEBSMUD (WEB PAY)","-233.35","","","-56.89"
"10/9/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","143.11"
"10/9/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","138.12"
"10/9/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE K 0 SQ *TEMPLE COFFE Sacramento CA US","-5.25","","","132.87"
"10/10/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-6.49","","","126.38"
"10/11/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","121.39"
"10/11/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","116.4"
"10/11/2024","","DEBIT","Withdrawal  @ LINDA S TAQUERIA 0 LINDA S TAQUERIA SACRAMENTO CA US","-21.04","","","95.36"
"10/12/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","90.37"
"10/12/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-5.48","","","84.89"
"10/12/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-30","","","54.89"
"10/13/2024","","DEBIT","Withdrawal  @ ZZOUNDS.COM 0 ZZOUNDS.COM 800-493-3945 NJ US","-49.72","","","5.17"
"10/13/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","205.17"
"10/13/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-41.91","","","163.26"
"10/14/2024","","DEBIT","Withdrawal  @ AMAZON MKTPL*0W1XB8 0 AMAZON MKTPL*0W1 Amzn.com/billWA US","-16.3","","","146.96"
"10/14/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-23","","","123.96"
"10/14/2024","","DEBIT","Withdrawal  @ DALEK ONE* SUBSCR 1 0 DALEK ONE* SUBSC DALEKONE.BANDMN US","-7","","","116.96"
"10/15/2024","","DEBIT","Withdrawal  @ SQ *PACHAMAMA COFFE 0 SQ *PACHAMAMA CO Sacramento CA US","-5.12","","","111.84"
"10/15/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-835","","","-723.16"
"10/15/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","800","","76.84"
"10/15/2024","","DEBIT","Withdrawal  @ ORBIT WASH 0 ORBIT WASH SACRAMENTO CA US","-10","","","66.84"
"10/15/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-60","","","6.84"
"10/15/2024","","DEBIT","Withdrawal  @ N STREET CAFE 0 N STREET CAFE SACRAMENTO CA US","-13.98","","","-7.14"
"10/15/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","54.3","","47.16"
"10/15/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #61694","-2","","","45.16"
"10/15/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #61694 1 @ $2.00","","0","","0.0"
"10/16/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.34","","","40.82"
"10/16/2024","","DEBIT","Withdrawal  @ LYFT *RIDE TUE 7P 0 LYFT *RIDE TUE LYFT.COM CA US","-15.74","","","25.08"
"10/16/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-17.92","","","7.16"
"10/19/2024","","CREDIT","Checking Deposit  @ VENMO*DelFava Marc 0 VENMO*DelFava Ma New York CityNY US","","19.65","","26.81"
"10/20/2024","","CREDIT","Checking Deposit  @ APPLE CASH INST XFE 0 APPLE CASH INST CUPERTINO CA US","","29.55","","56.36"
"10/20/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-50","","","6.36"
"10/20/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-5","","","1.36"
"10/20/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-1.3","","","0.06"
"10/22/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-100","","","-99.94"
"10/22/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","100.06"
"10/22/2024","","DEBIT","Withdrawal  @ SPLICE.COM* SPLICE 0 SPLICE.COM* SPLI SPLICE.COM NY US","-9.99","","","90.07"
"10/22/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-52.73","","","37.34"
"10/22/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","-5.66"
"10/22/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","194.34"
"10/23/2024","","DEBIT","Withdrawal  @ EAST SAC ACE HARDWA 0 EAST SAC ACE HAR SACRAMENTO CA US","-20.65","","","173.69"
"10/23/2024","","DEBIT","Withdrawal  @ NETFLIX.COM 0 NETFLIX.COM LOS GATOS CA US","-15.49","","","158.2"
"10/23/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-53.26","","","104.94"
"10/23/2024","","DEBIT","Withdrawal  @ Spotify USA 0 Spotify USA 877-7781161 NY US","-11.99","","","92.95"
"10/23/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-30.27","","","62.68"
"10/23/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #173768","-2","","","60.68"
"10/23/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #173768 1 @ $2.00","","0","","0.0"
"10/24/2024","","DEBIT","Withdrawal  @ Prime Video *XG1UA1 0 Prime Video *XG1 888-802-3080 WA US","-3.99","","","56.69"
"10/24/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-8.56","","","48.13"
"10/24/2024","","DEBIT","Withdrawal  @ GITHUB INC. 0 GITHUB INC. HTTPSGITHUB.CCA US","-9.68","","","38.45"
"10/24/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","23.45"
"10/24/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-9.5","","","13.95"
"10/25/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","10.95"
"10/25/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-7.52","","","3.43"
"10/25/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-45.93","","","-42.5"
"10/25/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","157.5"
"10/26/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-52.09","","","105.41"
"10/26/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-43","","","62.41"
"10/27/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-13.99","","","48.42"
"10/27/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-4.99","","","43.43"
"10/27/2024","","DEBIT","Withdrawal  @ H&S ENERGY PROD 0 H&S ENERGY PROD VALLEJO CA US","-40","","","3.43"
"10/27/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #193147","-2","","","1.43"
"10/27/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #193147 1 @ $2.00","","0","","0.0"
"10/27/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","2","","3.43"
"10/28/2024","","DEBIT","Withdrawal  @ SQ *LEVY @ WARFIELD 0 SQ *LEVY @ WARFI San FranciscoCA US","-37.34","","","-33.91"
"10/28/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","166.09"
"10/28/2024","","DEBIT","Withdrawal  @ LAZ PARKING M18451- 0 LAZ PARKING M184 SAN FRANCISCOCA US","-30","","","136.09"
"10/28/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-16.9","","","119.19"
"10/29/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-5.97","","","113.22"
"10/29/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-84.99","","","28.23"
"10/29/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-22.07","","","6.16"
"10/29/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","206.16"
"10/29/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","193.17"
"10/29/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-3.96","","","189.21"
"10/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","179.12"
"10/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"10/30/2024","","DEBIT","Withdrawal  @ G1 Online Transfer 'DTS' 90.00 to share 0","-90","","","89.12"
"10/30/2024","","DEBIT","Withdrawal  @ MOUNTAIN MIKES PIZZ 0 MOUNTAIN MIKES P SACRAMENTO CA US","-4.53","","","84.59"
"10/30/2024","","DEBIT","Withdrawal  @ OPENAI *CHATGPT SUB 0 OPENAI *CHATGPT HTTPSOPENAI.CCA US","-20","","","64.59"
"10/31/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-23.35","","","41.24"
"10/31/2024","","DEBIT","Withdrawal  @ ATMX031258 2315 J ST CSSI0 EFT Sacramento CA US","-23","","","18.24"
"10/31/2024","","CREDIT","Checking Deposit  @ VENMO*DelFava Marc 0 VENMO*DelFava Ma New York CityNY US","","19.65","","37.89"
"10/31/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #123704","-2","","","35.89"
"10/31/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #123704 1 @ $2.00","","0","","0.0"
"11/1/2024","","DEBIT","Withdrawal  @ GOOGLE *GSUITE bark 0 GOOGLE *GSUITE b cc@google.comCA US","-14.4","","","21.49"
"11/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","18.5"
"11/1/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","2.5"
"11/2/2024","","DEBIT","Withdrawal  @ WWW.UNSTRUCTURED.IO 0 WWW.UNSTRUCTURED WWW.UNSTRUCTUCA US","-1.2","","","1.3"
"11/2/2024","","DEBIT","Withdrawal  @ Amazon web services 0 Amazon web servi aws.amazon.coWA US","-3.72","","","-2.42"
"11/2/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","197.58"
"11/3/2024","","DEBIT","Withdrawal  @ G1 Online Transfer 'DTS' 197.00 to share 0","-197","","","0.58"
"11/3/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 756.00 from share 0","","756","","756.58"
"11/4/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-15.56","","","741.02"
"11/4/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-3.16","","","737.86"
